Data,Código,Nome,Preço Abertura,Preço Máximo,Preço Mínimo,Preço Médio,Preço Fechamento,Volume
20250128,P1LD34,PROLOGIS INC,60.18,60.18,58.51,58.72,58.59,5361885
20250128,P2AT34,UIPATH INC,10.76,11.13,10.76,11.1,11.04,659593
20250128,P2LT34,PALANTIRTECH,147.56,158.62,145.9,152.95,158.62,397892569
20250128,ROXO34,NU HOLDINGS,12,12.3,11.88,12.07,12.3,1069367256
20250128,AURA33,AURA 360,24.16,24.54,23.35,23.72,24,433866980
20250128,EVTC31,EVERTEC INC,196,197,190.64,192.56,191.19,5295643
20250128,BLQD39,BKR IBOX IGC,63.5,63.6,62.95,63.2,62.95,2458611
20250128,BIJR39,CORESMALLCAP,87,87.41,87,87.2,87.41,209292
20250128,BIVE39,SP500 VALUE,77.63,78.63,77.13,77.71,77.14,7375010
20250128,BIXJ39,GLOBALHEALTH,67.1,67.1,66.76,66.77,66.76,280460
20250128,BIYT39,BKR 7 10 YRT,54.82,54.82,54.7,54.8,54.7,126050
20250128,BLBT39,GX LITHIUM B,30,30,30,30,30,54000
20250128,BAIQ39,GX AI TECH,77.44,79.15,77.44,78.15,78.86,10613543
20250128,BEWG39,MSCI GERMANY,67.4,67.4,67.39,67.39,67.39,80870
20250128,BFCG39,FT NAT GAS,74.6,74.6,74.6,74.6,74.6,1492000
20250128,BGNO39,GX GENOMBIOT,29.96,29.96,29.96,29.96,29.96,844872
20250128,BHER39,GX GAMES SPT,35.27,35.27,35.27,35.27,35.27,271579
20250128,BSDV39,GX SUPERDIVD,62.15,62.15,61.62,62.09,61.62,55882
20250128,BSLV39,SILVER TRUST,53.3,54.21,53.3,53.98,54.04,3314694
20250128,BIEF39,COREMSCIEAFE,53.85,53.85,53.73,53.83,53.73,3273138
20250128,BIJH39,CORE MIDCAP,19.42,19.42,19.42,19.42,19.42,1942
20250128,BCOM39,BKR COMT ROL,51.93,51.93,51.93,51.93,51.93,103860
20250128,BQYL39,GX NASDAQ100,35.95,35.95,35.9,35.93,35.9,10780
20250128,BURA39,GX URANIUM,54,54,52.9,53.18,53.6,92608716
20250128,GOLL4,GOL,1.72,1.82,1.71,1.75,1.71,1985487000
20250128,BOBR4F,BOMBRIL,2.06,2.37,2.06,2.27,2.22,69867850
20250128,DASA3F,DASA,1.9,1.98,1.88,1.93,1.88,281986
20250128,DEXP4F,DEXXOS PAR,8.7,8.8,8.26,8.53,8.37,50346
20250128,DOHL4F,DOHLER,3.93,4.1,3.93,4.01,4.1,803
20250128,EALT3F,ACO ALTONA,14.45,14.45,14.39,14.41,14.39,49022
20250128,GOLL4F,GOL,1.71,1.8,1.69,1.74,1.71,2595549
20250128,GUAR3F,GUARARAPES,6.43,6.45,6.32,6.39,6.36,961267
20250128,MILS3F,MILLS,8.9,8.9,8.69,8.76,8.81,1014422
20250128,MOAR3F,MONT ARANHA,405,414.31,405,410.56,414.31,205280
20250128,BAZA3F,AMAZONIA,87.21,88.5,86.62,87.66,88.5,1648105
20250128,BHIA3F,CASAS BAHIA,3.58,3.7,3.44,3.56,3.45,3287355
20250128,CXSE3F,CAIXA SEGURI,14.9,15.03,14.78,14.92,14.95,51039814
20250128,CRPG6F,CRISTAL,19.02,19.02,19.02,19.02,19.02,1902
20250128,CURY3F,CURY S/A,20.66,20.86,20.59,20.69,20.59,14127958
20250128,FIQE3F,UNIFIQUE,3.44,3.45,3.37,3.39,3.43,1515317
20250128,AERI3F,AERIS,6.54,6.65,6.33,6.46,6.36,2542624
20250128,ALLD3F,ALLIED,7,7,6.88,6.93,6.93,10634691
20250128,ALPK3F,ESTAPAR,2.53,2.56,2.47,2.53,2.49,5458738
20250128,BBDC3F,BRADESCO,10.72,10.76,10.55,10.65,10.71,29669873
20250128,PMAM3F,PARANAPANEMA,1.19,1.23,1.15,1.18,1.15,431141
20250128,PORT3F,WILSON SONS,17,17,16.71,16.81,16.71,2137543
20250128,SANB3F,SANTANDER BR,11.94,11.94,11.8,11.85,11.9,4483512
20250128,SAPR4F,SANEPAR,5.14,5.21,5.1,5.13,5.14,19861510
20250128,WLMM3F,WLM IND COM,25.55,25.55,25.55,25.55,25.55,7665
20250128,RNEW11F,RENOVA,2.75,2.76,2.69,2.73,2.76,25681
20250110,DMVF3F,D1000VFARMA,5.66,5.75,5.5,5.66,5.63,5410405
20250110,DXCO3F,DEXCO,5.99,6.02,5.76,5.83,6.02,2711039
20250110,ITSA4F,ITAUSA,8.78,8.84,8.64,8.68,8.67,100587018
20250110,MATD3F,MATER DEI,3.74,3.74,3.62,3.66,3.69,204870
20250110,MEAL3F,IMC S/A,0.94,0.95,0.92,0.93,0.93,214170
20250110,BPAC11F,BTGP BANCO,28.6,28.74,27.51,27.92,27.51,35790006
20250110,CEEB3F,COELBA,37.85,38.75,37.85,38.66,38.75,77320
20250110,CGRA3F,GRAZZIOTIN,26.45,27.98,26.45,27.46,27.42,744289
20250128,JDCO34,JD COM,40.01,40.01,39.09,39.41,39.84,1915468
20250128,ITLC34,INTEL,20.01,20.21,19.33,19.56,19.38,169505225
20250128,M1KT34,MARKETAXESS,26.18,26.18,26.18,26.18,26.18,5236
20250128,M1SI34,MOTOROLA SOL,683.06,683.06,683.06,683.06,683.06,68306
20250128,M2RV34,MARVELL TEC,62.05,62.05,59,60.48,61.12,33138534
20250128,MDLZ34,MONDELEZ INT,168.56,168.56,168.56,168.56,168.56,84280
20250128,G1LP34,GALAPAGOS NV,6.9,6.9,6.9,6.9,6.9,10350
20250128,G2EV34,GE VERNOVA,100.89,104.69,99.18,103.36,103.55,8031250
20250128,L1RC34,LAM RESEARCH,10.17,10.17,9.83,10.04,10.02,2299248
20250128,L1YV34,LIVE NATION,166.76,166.76,166.76,166.76,166.76,383548
20250128,LBRD34,LIBERTY BROA,38.88,39.75,38.88,39.71,39.75,238303
20250128,NEXT34,NEXTERA ENER,109.5,110.42,102.77,103.92,110.42,2296692
20250128,NVDC34,NVIDIA CORP,15,15.69,14.25,15.08,15.65,30485059808
20250128,COPH34,COPHILLIPS,50.24,50.83,49.01,49.46,49.01,10906201
20250128,EXXO34,EXXON MOBIL,81.87,81.87,79.1,79.42,79.2,159676210
20250128,F2NV34,FRANCONEVADA,4.21,4.26,4.21,4.21,4.22,130595
20250128,C1BS34,PARAMOUNT GL,65.57,65.57,64.54,65.02,64.54,721750
20250128,SCHW34,SCHWAB,60.3,61.26,60.22,60.58,60.26,2502140
20250128,MUTC34,MICRON TECHN,89.23,90.8,86.01,88.39,89.21,79363607
20250128,N1OV34,NOV INC,85.4,85.4,84.87,85.13,84.87,17027
20250128,TSLA34,TESLA INC,73.23,73.6,71.05,72.39,72.75,9106173509
20250128,U1AL34,UNITED AIRLI,309.93,312.94,309.93,312.84,312.94,10324010
20250128,W1BO34,WEIBO CORP,14.33,14.33,14.33,14.33,14.33,12897
20250128,W1MC34,WASTE MANAG,625.48,625.48,625.48,625.48,625.48,1438604
20250128,WALM34,WAL MART,36,36.06,35.55,35.8,35.55,39556241
20250128,U2PS34,UPSTART HOLD,18.9,19.62,18.9,19.43,19.62,40810
20250128,VRSN34,VERISIGN INC,313.88,314.26,313.88,314.22,314.26,345648
20250128,S1HW34,THE SHERWIN,213,213.85,210.75,210.77,213.17,21477955
20250128,S1NP34,SYNOPSYS INC,747.42,765.1,747.42,749.05,765.1,15355702
20250128,S1YF34,SYNCHRONY FI,399.9,399.9,399.9,399.9,399.9,39990
20250128,S2ED34,SOLAR TECH,2.35,2.36,2.25,2.29,2.27,1088032
20250128,DMVF3F,D1000VFARMA,5.85,5.93,5.65,5.83,5.71,45024188
20250128,DTCY3F,DTCOM-DIRECT,4.42,4.42,4.42,4.42,4.42,442
20250128,ECOR3F,ECORODOVIAS,5.19,5.2,4.94,5.03,5,1796296
20250128,GRND3F,GRENDENE,5.71,5.78,5.62,5.72,5.75,4494707
20250128,HAGA4F,HAGA S/A,1.18,1.18,1.16,1.17,1.16,3168
20250128,MNDL3F,MUNDIAL,15,15,14.5,14.75,14.5,2950
20250128,BALM3F,BAUMER,13.7,13.7,13.7,13.7,13.7,6850
20250128,BEES4F,BANESTES,8.44,8.49,8.41,8.45,8.45,609665
20250128,BRAV3F,BRAVA,23,23.33,22.22,22.59,22.45,47617115
20250128,CRFB3F,CARREFOUR BR,5.98,6.14,5.9,6.02,5.99,4042226
20250128,CTSA3F,SANTANENSE,1.36,1.36,1.36,1.36,1.36,11560
20250128,FHER3F,FER HERINGER,5.36,5.56,5.36,5.52,5.4,1225751
20250128,FRAS3F,FRAS-LE,21.72,21.72,21.25,21.41,21.25,4712702
20250128,AGRO3F,BRASILAGRO,22.59,22.83,22.53,22.66,22.62,17225112
20250128,ALPA3F,ALPARGATAS,5.89,5.98,5.89,5.89,5.89,120354
20250128,ALUP3F,ALUPAR,9.32,9.47,9.31,9.4,9.45,409101
20250128,BRSR3F,BANRISUL,11.8,11.95,11.8,11.87,11.86,576919
20250128,POMO3F,MARCOPOLO,6.33,6.34,6.21,6.26,6.3,866334
20250128,PRIO3F,PETRORIO,42,42.29,41.32,41.66,41.58,69267223
20250128,SAPR11F,SANEPAR,25.82,25.96,25.46,25.57,25.77,50744167
20250128,VALE3F,VALE,53.65,53.79,52.53,53,52.65,546680330
20250128,YDUQ3F,YDUQS PART,9.4,9.51,9.2,9.37,9.22,3712517
20250128,RNEW4F,RENOVA,0.92,0.93,0.89,0.91,0.93,87917
20250110,DOTZ3F,DOTZ SA,3.12,3.17,3.02,3.12,3.07,141413
20250110,EALT4F,ACO ALTONA,13.2,13.2,12.92,13.01,12.93,221250
20250110,LVTC3F,WDC NETWORKS,2.32,2.32,2.27,2.29,2.32,5974
20250110,MDIA3F,M.DIASBRANCO,20.43,20.43,19.11,19.57,19.61,12330046
20250110,MERC4F,MERC FINANC,9.35,9.35,9.35,9.35,9.35,8415
20250110,BPAC5F,BTGP BANCO,7.15,7.15,6.94,7.05,7.11,204522
20250110,CGAS3F,COMGAS,125,125.02,122.53,123.53,122.55,481791
20250110,CLSA3F,CLEARSALE,10.07,10.09,9.81,9.91,9.81,1006125
20250128,DIRR3F,DIRECIONAL,27.5,27.68,27.22,27.47,27.26,14902586
20250128,DOTZ3F,DOTZ SA,3.3,3.3,2.87,2.99,2.87,8998
20250128,EALT4F,ACO ALTONA,14.26,14.26,13.64,13.98,13.85,1081255
20250128,GPAR3F,CELGPAR,29.98,29.98,29.98,29.98,29.98,32978
20250128,HAGA3F,HAGA S/A,2.23,2.23,2.23,2.23,2.23,892
20250128,MLAS3F,MULTILASER,1.17,1.21,1.12,1.17,1.15,285687
20250128,MOVI3F,MOVIDA,3.85,3.87,3.75,3.8,3.75,2133497
20250128,BBAS3F,BRASIL,27.58,27.66,27.33,27.48,27.52,440420490
20250128,BIED3F,BIOMA EDUC,3.98,3.98,3.98,3.98,3.98,398
20250128,CPLE6F,COPEL,9.4,9.56,9.35,9.46,9.56,22580585
20250128,CSUD3F,CSU DIGITAL,15.86,16,15.66,15.88,16,1522982
20250128,CVCB3F,CVC BRASIL,1.84,1.86,1.77,1.79,1.77,2971219
20250128,FLRY3F,FLEURY,11.97,11.97,11.65,11.84,11.65,19957272
20250128,AFLT3F,AFLUENTE T,7.12,7.12,7.05,7.09,7.05,64600
20250128,ALOS3F,ALLOS,18.58,18.83,18.48,18.63,18.83,13976799
20250128,ALUP11F,ALUPAR,27.6,27.9,27.5,27.71,27.58,27935471
20250128,BBDC4F,BRADESCO,11.59,11.73,11.43,11.57,11.6,55893536
20250128,PNVL3F,DIMED,8.29,8.35,8.13,8.22,8.22,2222836
20250128,POSI3F,POSITIVO TEC,5.65,5.66,5.5,5.56,5.59,3040596
20250128,SANB4F,SANTANDER BR,13.18,13.2,13.05,13.12,13.2,5830621
20250128,SBFG3F,GRUPO SBF,10.93,11.1,10.9,10.99,11.07,3178500
20250128,WLMM4F,WLM IND COM,29.92,29.92,29.92,29.92,29.92,2992
20250128,RNEW3F,RENOVA,0.92,0.94,0.88,0.9,0.91,38707
20250110,DOHL4F,DOHLER,3.85,3.96,3.81,3.83,3.81,36436
20250110,EALT3F,ACO ALTONA,13.03,13.03,12.6,12.86,12.6,14152
20250110,LUPA3F,LUPATECH,1.27,1.28,1.22,1.25,1.26,36164921
20250110,MBLY3F,MOBLY,1.5,1.51,1.38,1.41,1.43,18274770
20250110,MELK3F,MELNICK,3.54,3.58,3.5,3.53,3.57,553545
20250110,BPAC3F,BTGP BANCO,14.16,14.68,14,14.38,14,828355
20250110,CEEB5F,COELBA,35.51,35.51,35.51,35.51,35.51,3551
20250110,CGRA4F,GRAZZIOTIN,27.44,28,27.41,27.87,27.97,2824211
20250110,CLSC4F,CELESC,78.6,80,78.6,79.2,79.31,2423807
20250110,CYRE3F,CYRELA REALT,16.55,16.55,16.17,16.32,16.37,8366621
20250110,FSRF11F,FISET FL REF,0.17,0.18,0.17,0.17,0.18,73375
20250110,GFSA3F,GAFISA,1.16,1.16,1.12,1.14,1.16,416317
20250110,ISAE4F,ISA ENERGIA,22.85,23.24,22.65,22.82,22.65,148382638
20250110,SCAR3F,SAO CARLOS,16.5,16.8,15.76,16.11,16.06,1663337
20250110,SHUL4F,SCHULZ,5.69,5.69,5.53,5.59,5.55,1904796
20250110,WHRL3F,WHIRLPOOL,3.9,4.16,3.9,4.02,4.02,139972
20250110,MNPR3F,MINUPAR,23.9,30,23.9,26.16,25.3,416013
20250110,SANB4F,SANTANDER BR,12.7,12.73,12.45,12.54,12.5,9430895
20250110,MILS3F,MILLS,8.73,8.73,8.21,8.34,8.21,2356058
20250110,RNEW11F,RENOVA,2.84,2.84,2.8,2.82,2.8,10449
20250110,RPAD3F,ALFA HOLDING,5.61,5.61,5.5,5.53,5.5,68614
20250110,RSUL4F,RIOSULENSE,55,56.08,54.95,55.61,56.08,572868
20250110,TRAD3F,TC,6.61,6.61,6.26,6.39,6.37,216003
20250110,TXRX3F,TEX RENAUX,10,11,9.88,10.03,9.88,23080
20250110,MULT3F,MULTIPLAN,20.36,20.51,20.12,20.25,20.13,12341180
20250110,RAIZ4F,RAIZEN,2.05,2.06,2.01,2.02,2.02,7771313
20250110,PRNR3F,PRINER,13.11,13.23,12.48,12.89,12.81,3841447
20250110,PTNT4F,PETTENATI,5.75,5.9,5.75,5.86,5.9,13495
20250110,ZAMP3F,ZAMP S.A.,2.61,2.66,2.48,2.58,2.48,370906
20250110,LAND3F,TERRASANTAPA,13.88,13.88,12.88,13.25,12.95,575124
20250110,LIPR3F,ELETROPAR,40.18,40.18,40.18,40.18,40.18,36162
20250110,LOGN3F,LOG-IN,21.41,21.41,20.07,20.33,20.07,1702435
20250110,BRSR3F,BANRISUL,11.15,11.29,11.05,11.14,11.18,1620576
20250110,BSLI3F,BRB BANCO,7.88,7.89,7.4,7.82,7.89,31286
20250110,ENGI3F,ENERGISA,10.04,10.18,9.8,9.93,10.02,802974
20250110,EPAR3F,EMBPAR S/A,5.76,5.77,5.43,5.59,5.71,608091
20250110,IFCM3F,INFRACOMM,0.09,0.09,0.07,0.08,0.08,98323
20250110,JFEN3F,JOAO FORTES,2.5,2.75,2.5,2.6,2.62,183284
20250110,KEPL3F,KEPLER WEBER,9.5,9.5,9.29,9.37,9.31,9285720
20250128,S2NA34,SNAP INC,10.42,10.81,10.42,10.76,10.81,5642016
20250128,S2TW34,STARWOOD PRO,38.52,38.52,38.04,38.13,38.04,19068
20250128,V1OD34,VODAFONE GRO,25.44,25.44,24.88,25.14,24.92,515455
20250128,P1AC34,PACCAR INC,312.8,312.8,312.8,312.8,312.8,31280
20250128,P1HM34,PULTEGROUP I,674.8,674.8,674.8,674.8,674.8,67480
20250128,P1YC34,PAYCOM SOFTW,41.44,42.3,41.44,42.02,42.12,15552012
20250128,P2CY34,PAYLOCITY,41.08,41.08,41.08,41.08,41.08,143780
20250128,P2ST34,PURE STORAGE,96.4,97.6,96.4,97,97.6,194000
20250128,XPBR31,XP INC,77.77,78.41,76.44,77.41,77.68,2410913250
20250128,GPIV33,GP INVEST,4.1,4.1,3.92,4.03,4.1,1973694
20250128,PPLA11,PPLA,1.2,1.2,1.13,1.13,1.13,22697
20250128,BNDA39,MSCI INDIA,73.74,73.76,73.23,73.55,73.72,1559405
20250128,BITO39,CORE SP TOTA,77.6,77.6,77.6,77.6,77.6,62080
20250128,BIWF39,RUSSEL1000GR,97.08,97.08,97.08,97.08,97.08,300948000
20250128,BIYE39,BKR US ENER,93,93,91.8,91.8,91.8,459948900
20250128,BKCH39,GX BLOCKCHAI,152.46,152.46,152.46,152.46,152.46,15246
20250128,BACW39,MSCI ACWI,71,71.63,70.98,71.09,71.07,7585776
20250128,BEGE39,INC ESG AWAR,52.86,52.86,49.71,51.3,49.77,20520
20250128,BEWU39,MSCI UK,67.85,67.85,67.85,67.85,67.85,6785
20250128,BFXH39,FT HCAREALPH,43.64,43.64,43.64,43.64,43.64,929532
20250128,BGRT39,GLOBAL REIT,49.05,49.05,46.7,47.62,47.41,614364
20250128,BIAU39,GOLD TRUST,76.99,76.99,76.44,76.55,76.69,10986110
20250128,BSHY39,BKR 1 3 YRTR,60.51,60.51,60.06,60.49,60.51,7598316
20250128,BSRE39,GX SUDIVREIT,121.8,121.8,121.8,121.8,121.8,12180
20250128,BIEU39,COREMSCI EUR,56.38,56.38,56.08,56.08,56.1,30183568
20250128,BBUG39,GX CYBERSECT,67.64,67.64,67.07,67.08,67.07,281751
20250128,BEEM39,MSCI EMGMARK,42.63,42.63,41.33,41.78,41.33,71035
20250128,ETHA39,BKR ETHEREUM,47.36,47.36,46.01,46.25,46.01,18644640
20250128,BUSR39,CORE US REIT,58.5,58.5,57.01,57.9,57.01,289520
20250128,VBBR3Q,VIBRA,18.21,18.21,18.21,18.21,18.21,396249600
20250128,CSMG3F,COPASA,21.81,22.28,21.74,21.92,22.09,45799067
20250110,CMIG3F,CEMIG,14.49,14.49,14.06,14.19,14.2,15279104
20250110,FRAS3F,FRAS-LE,20.8,21.07,20.09,20.52,20.09,3930788
20250110,FSTU11F,FISET TUR,0.38,0.38,0.37,0.37,0.38,4663
20250110,GGBR3F,GERDAU,15.71,15.97,15.41,15.55,15.97,6665523
20250110,MRVE3F,MRV,5.2,5.25,5,5.06,5.11,5843117
20250110,SEER3F,SER EDUCA,4.33,4.33,4.15,4.23,4.32,632047
20250110,SIMH3F,SIMPAR,3.44,3.5,3.28,3.34,3.39,3587069
20250110,WHRL4F,WHIRLPOOL,4.15,4.29,4.11,4.19,4.12,118631
20250110,MOAR3F,MONT ARANHA,394.99,394.99,394.99,394.99,394.99,118497
20250110,SAPR11F,SANEPAR,26.25,26.43,25.61,25.85,25.83,49626835
20250110,MLAS3F,MULTILASER,1.2,1.2,1.11,1.13,1.17,234628
20250110,RNEW3F,RENOVA,0.98,1.05,0.94,0.97,0.98,20715
20250110,RPAD5F,ALFA HOLDING,8.4,8.4,8.2,8.31,8.2,29920
20250110,SANB11F,SANTANDER BR,24.05,24.07,23.67,23.85,23.76,30287839
20250110,TRIS3F,TRISUL,4.48,4.48,4.32,4.36,4.37,994494
20250110,MTRE3F,MITRE REALTY,3.01,3.01,2.87,2.91,2.93,3328866
20250110,MWET4F,WETZEL S/A,10.19,12.5,9.94,10.91,10.39,290292
20250110,SMFT1F,SMART FIT,3,3,1.8,2.34,2.15,96434
20250110,PSSA3F,PORTO SEGURO,36.58,36.68,36.24,36.45,36.41,47126427
20250110,QUAL3F,QUALICORP,1.52,1.53,1.47,1.48,1.51,917295
20250110,INTB3F,INTELBRAS,12.35,12.39,12,12.14,12,6526790
20250110,LAVV3F,LAVVI,7.12,7.17,7,7.07,7,3062576
20250110,LJQQ1F,QUERO-QUERO,0.12,0.12,0.07,0.09,0.09,40908
20250110,LPSB3F,LOPES BRASIL,1.43,1.48,1.42,1.46,1.42,6231571
20250110,BRSR5F,BANRISUL,14.72,15.55,14.72,15.32,15.35,36775
20250110,BSLI4F,BRB BANCO,7.95,8.01,7.61,7.94,8,89024
20250110,ENGI4F,ENERGISA,6.78,6.78,6.56,6.63,6.78,538598
20250110,EQMA3BF,EQTLMARANHAO,23.98,23.98,23.98,23.98,23.98,23980
20250110,IGTI11F,IGUATEMI S.A,17.05,17.15,16.7,16.91,16.7,10122417
20250110,JHSF3F,JHSF PART,3.74,3.74,3.66,3.68,3.66,10650668
20250110,KLBN11F,KLABIN S/A,22.01,22.19,21.87,21.98,22.07,43458676
20250128,DEXP3F,DEXXOS PAR,8.81,8.9,8.55,8.7,8.66,1184063
20250128,DOHL3F,DOHLER,6.4,6.4,6.13,6.15,6.13,8612
20250128,DXCO3F,DEXCO,6.03,6.07,5.87,5.93,5.88,2206562
20250128,GOLL13F,GOL,1.17,1.38,1.17,1.27,1.27,98219
20250128,GSHP3F,GENERALSHOPP,7.47,7.47,7.47,7.47,7.47,747
20250128,HAPV3F,HAPVIDA,2.39,2.47,2.32,2.39,2.32,3587729
20250128,MNPR3F,MINUPAR,28.5,32.77,25.5,28.76,25.52,635682
20250128,BALM4F,BAUMER,10.53,10.75,10.53,10.64,10.75,10640
20250128,BGIP4F,BANESE,25.01,25.89,24.52,24.85,25.85,427454
20250128,CSAN3F,COSAN,7.83,7.85,7.62,7.71,7.65,23149134
20250128,CRPG5F,CRISTAL,19.55,19.71,19.36,19.48,19.36,239629
20250128,CTSA4F,SANTANENSE,0.91,0.91,0.91,0.91,0.91,15106
20250128,FICT3F,FICTORALIMEN,3.53,3.76,3.53,3.7,3.69,99317
20250128,FSPE11F,FISET PESCA,0.26,0.27,0.26,0.26,0.27,18513
20250128,AGXY3F,AGROGALAXY,0.56,0.74,0.54,0.62,0.73,261408
20250128,ALPA4F,ALPARGATAS,6.19,6.37,6.09,6.21,6.09,1637386
20250128,ALUP4F,ALUPAR,9.14,9.15,9.05,9.12,9.11,819798
20250128,PMAM1F,PARANAPANEMA,0.01,0.01,0.01,0.01,0.01,2490
20250128,POMO4F,MARCOPOLO,8.34,8.4,8.22,8.31,8.37,5125285
20250128,SANB11F,SANTANDER BR,25.1,25.15,24.8,24.96,25.1,32134786
20250128,SAPR3F,SANEPAR,5.11,5.16,5.05,5.1,5.09,3403879
20250128,WIZC3F,WIZ CO,5.96,6.03,5.88,5.96,5.99,5249457
20250128,ZAMP3F,ZAMP S.A.,3.03,3.2,3,3.11,3,366224
20250110,DTCY3F,DTCOM-DIRECT,3.8,3.8,3.8,3.8,3.8,2660
20250110,ITSA3F,ITAUSA,9.05,9.05,8.86,8.92,8.86,13464435
20250110,LWSA3F,LWSA,3.45,3.45,3.3,3.34,3.36,1195209
20250110,MDNE3F,MOURA DUBEUX,10.75,10.75,10.05,10.24,10.13,5101735
20250110,BEEF3F,MINERVA,5.16,5.31,4.99,5.11,5.11,7630501
20250110,CEDO4F,CEDRO,21,21.79,21,21.32,21.79,144999
20250110,CGAS5F,COMGAS,124.2,124.47,122.99,123.78,124,2847018
20250110,CLSC3F,CELESC,75.23,75.39,75.23,75.36,75.39,45218
20250110,ASAI3F,ASSAI,5.66,5.7,5.48,5.6,5.7,4167961
20250110,AVLL3F,ALPHAVILLE,2.56,2.56,2.53,2.55,2.53,5874
20250110,AZEV4F,AZEVEDO,1,1,0.94,0.96,0.96,1174355
20250110,BRKM6F,BRASKEM,7.39,7.4,7.06,7.39,7.06,61352
20250110,ALPA3F,ALPARGATAS,5.92,6.23,5.71,5.95,6.22,38729
20250110,UNIP3F,UNIPAR,45,45.18,44.41,44.76,44.8,3737991
20250110,USIM5F,USIMINAS,4.8,4.88,4.69,4.73,4.7,11165758
20250110,VTRU3F,VITRUEDUCA,6.11,6.11,5.85,5.93,6.1,80688
20250110,TIMS3F,TIM,14.41,14.49,13.75,13.96,13.75,38720465
20250110,VIVA3F,VIVARA S.A.,19.01,19.22,18.01,18.28,18.67,24278560
20250110,ODPV3F,ODONTOPREV,10.85,10.85,10.32,10.44,10.62,9173577
20250110,ONCO3F,ONCOCLINICAS,2.14,2.2,2.06,2.11,2.07,1272095
20250110,PATI3F,PANATLANTICA,27.2,27.99,24.8,26.57,27.5,146145
20250110,PINE3F,PINE,4.37,4.59,4.05,4.37,4.19,163022
20250110,PMAM3F,PARANAPANEMA,1.37,1.45,1.27,1.38,1.32,2069034
20250110,PORT3F,WILSON SONS,16.54,16.54,15.98,16.37,15.99,2007067
20250110,REDE3F,REDE ENERGIA,6.16,6.29,6.16,6.18,6.2,127974
20250110,TAEE3F,TAESA,10.96,10.99,10.83,10.87,10.85,18041520
20250110,NEOE3F,NEOENERGIA,18.55,18.55,18.03,18.21,18.3,12595090
20250110,PETZ3F,PETZ,4,4.08,3.95,4.03,4.08,3303874
20250110,RCSL3F,RECRUSUL,4.62,5,4.52,4.89,4.77,5512886
20250110,SNSY5F,SANSUY,3.72,3.72,3.5,3.55,3.52,3198
20250110,STBP3F,SANTOS BRP,13.13,13.16,13.05,13.09,13.05,4608430
20250110,PDGR3F,PDG REALT,0.01,0.01,0.01,0.01,0.01,5869
20250110,TASA3F,TAURUS ARMAS,8.41,8.54,8.34,8.43,8.43,1159586
20250110,TEKA4F,TEKA,26.95,30.99,26.95,30.91,30.99,157645
20250110,TEND3F,TENDA,11.9,12.26,11.9,12.02,11.9,3552368
20250110,BBSE3F,BBSEGURIDADE,36.35,37.03,36.12,36.45,36.12,161940816
20250110,CBAV3F,CBA,4.66,4.8,4.58,4.64,4.64,1966236
20250110,CEBR3F,CEB,15.9,16.19,15.79,15.9,15.9,534528
20250110,CTKA3F,KARSTEN,21.5,21.5,21.5,21.5,21.5,2150
20250110,ATED3F,ATOM EDUC,1.39,1.45,1.34,1.37,1.35,62624
20250110,AZEV11F,AZEVEDO,0.27,0.27,0.25,0.25,0.25,3889
20250110,AZUL4F,AZUL,4.34,4.45,4.08,4.16,4.13,27760150
20250110,CSED3F,CRUZEIRO EDU,3.1,3.15,3.05,3.08,3.13,194941
20250110,TXRX4F,TEX RENAUX,2.1,2.1,2.1,2.1,2.1,420
20250110,UNIP5F,UNIPAR,50.81,51.04,49.98,50.62,51.02,192361
20250110,USIM6F,USIMINAS,12.99,12.99,12.97,12.98,12.97,5194
20250110,VULC3F,VULCABRAS,15.85,16.04,15.68,15.86,15.68,12140868
20250110,TKNO4F,TEKNO,68.99,68.99,58.05,66.25,58.05,26502
20250110,VIVR3F,VIVER,1.08,1.1,1.08,1.08,1.08,92928
20250110,OFSA3F,OUROFINO S/A,16.85,17.15,16.38,16.74,16.61,269516
20250110,OPCT3F,OCEANPACT,5.36,5.75,5.11,5.25,5.11,248890
20250110,PCAR3F,P.ACUCAR-CBD,2.79,2.86,2.68,2.74,2.78,2194814
20250110,PINE4F,PINE,4.32,4.35,4.23,4.28,4.32,1717695
20250110,PNVL3F,DIMED,8.83,8.89,8.62,8.7,8.88,1665846
20250110,POSI3F,POSITIVO TEC,5.08,5.1,4.98,5.03,5.07,4213827
20250110,RENT3F,LOCALIZA,30.28,30.68,28.69,29.32,29.12,60462363
20250110,TAEE4F,TAESA,11.08,11.15,10.96,11,11.02,24428844
20250110,NEXP3F,NEXPE,3.72,3.75,3.72,3.72,3.75,14142
20250110,RANI3F,IRANI,6.98,7,6.9,6.95,6.94,10536673
20250110,RCSL4F,RECRUSUL,0.7,0.74,0.69,0.7,0.74,213407
20250110,SOJA3F,BOA SAFRA,10.55,10.57,10.3,10.44,10.31,9843362
20250110,SUZB3F,SUZANO S.A.,61.47,62.2,60.57,61.34,61.73,77753158
20250110,PDTC3F,PADTEC,1.2,1.2,1.13,1.16,1.17,20463
20250110,TASA4F,TAURUS ARMAS,8.21,8.39,8.11,8.22,8.32,7244576
20250110,TELB1F,TELEBRAS,0.99,1.1,0.85,0.93,0.95,71834
20250110,TFCO4F,TRACK FIELD,8.68,8.7,8.56,8.61,8.56,424703
